community_area,year,primary_type,count
4,2013,LIQUOR LAW VIOLATION,5
4,2013,MOTOR VEHICLE THEFT,99
4,2013,NARCOTICS,61
4,2013,OFFENSE INVOLVING CHILDREN,18
4,2013,OTHER OFFENSE,150
4,2013,PROSTITUTION,1
4,2013,PUBLIC INDECENCY,2
4,2013,PUBLIC PEACE VIOLATION,8
4,2013,ROBBERY,45
4,2013,SEX OFFENSE,15
4,2013,STALKING,1
4,2013,THEFT,692
4,2013,WEAPONS VIOLATION,7
4,2014,ARSON,1
4,2014,ASSAULT,87
4,2014,BATTERY,327
4,2014,BURGLARY,123
4,2014,CRIM SEXUAL ASSAULT,10
4,2014,CRIMINAL DAMAGE,243
4,2014,CRIMINAL TRESPASS,39
4,2014,DECEPTIVE PRACTICE,145
4,2014,GAMBLING,2
4,2014,INTERFERENCE WITH PUBLIC OFFICER,9
4,2014,KIDNAPPING,4
4,2014,LIQUOR LAW VIOLATION,7
4,2014,MOTOR VEHICLE THEFT,67
4,2014,NARCOTICS,104
4,2014,NON-CRIMINAL,1
4,2014,OFFENSE INVOLVING CHILDREN,16
4,2014,OTHER OFFENSE,125
4,2014,PROSTITUTION,1
4,2014,PUBLIC INDECENCY,1
4,2014,PUBLIC PEACE VIOLATION,14
4,2014,ROBBERY,30
4,2014,SEX OFFENSE,19
4,2014,STALKING,2
4,2014,THEFT,512
4,2014,WEAPONS VIOLATION,9
4,2015,ARSON,1
4,2015,ASSAULT,99
4,2015,BATTERY,289
4,2015,BURGLARY,89
4,2015,CRIM SEXUAL ASSAULT,7
4,2015,CRIMINAL DAMAGE,237
4,2015,CRIMINAL TRESPASS,51
4,2015,DECEPTIVE PRACTICE,147
4,2015,GAMBLING,1
4,2015,HOMICIDE,1
4,2015,INTERFERENCE WITH PUBLIC OFFICER,5
4,2015,INTIMIDATION,1
4,2015,KIDNAPPING,1
4,2015,LIQUOR LAW VIOLATION,1
4,2015,MOTOR VEHICLE THEFT,58
4,2015,NARCOTICS,79
4,2015,OFFENSE INVOLVING CHILDREN,20
4,2015,OTHER NARCOTIC VIOLATION,1
4,2015,OTHER OFFENSE,106
4,2015,PROSTITUTION,2
4,2015,PUBLIC PEACE VIOLATION,5
4,2015,ROBBERY,42
4,2015,SEX OFFENSE,12
4,2015,STALKING,1
4,2015,THEFT,504
4,2015,WEAPONS VIOLATION,10
4,2016,ARSON,1
4,2016,ASSAULT,96
4,2016,BATTERY,296
4,2016,BURGLARY,117
4,2016,CONCEALED CARRY LICENSE VIOLATION,1
4,2016,CRIM SEXUAL ASSAULT,18
4,2016,CRIMINAL DAMAGE,249
4,2016,CRIMINAL TRESPASS,57
4,2016,DECEPTIVE PRACTICE,254
4,2016,GAMBLING,1
4,2016,HOMICIDE,1
4,2016,INTERFERENCE WITH PUBLIC OFFICER,4
4,2016,INTIMIDATION,1
4,2016,KIDNAPPING,4
4,2016,LIQUOR LAW VIOLATION,2
4,2016,MOTOR VEHICLE THEFT,79
4,2016,NARCOTICS,42
4,2016,NON-CRIMINAL,1
4,2016,OBSCENITY,1
4,2016,OFFENSE INVOLVING CHILDREN,12
4,2016,OTHER OFFENSE,136
4,2016,PUBLIC PEACE VIOLATION,8
4,2016,ROBBERY,52
4,2016,SEX OFFENSE,7
4,2016,STALKING,2
4,2016,THEFT,531
4,2016,WEAPONS VIOLATION,17
4,2017,ARSON,2
4,2017,ASSAULT,125
4,2017,BATTERY,288
4,2017,BURGLARY,109
4,2017,CRIM SEXUAL ASSAULT,19
4,2017,CRIMINAL DAMAGE,200
4,2017,CRIMINAL TRESPASS,70
4,2017,DECEPTIVE PRACTICE,224
4,2017,HOMICIDE,1
4,2017,INTERFERENCE WITH PUBLIC OFFICER,5
4,2017,INTIMIDATION,2
4,2017,KIDNAPPING,2
4,2017,LIQUOR LAW VIOLATION,2
4,2017,MOTOR VEHICLE THEFT,86
4,2017,NARCOTICS,33
4,2017,OBSCENITY,1
4,2017,OFFENSE INVOLVING CHILDREN,11
4,2017,OTHER OFFENSE,113
4,2017,PUBLIC PEACE VIOLATION,7
4,2017,ROBBERY,63
4,2017,SEX OFFENSE,9
4,2017,STALKING,3
4,2017,THEFT,616
4,2017,WEAPONS VIOLATION,9
4,2018,ARSON,2
4,2018,ASSAULT,113
4,2018,BATTERY,324
4,2018,BURGLARY,129
4,2018,CRIM SEXUAL ASSAULT,17
4,2018,CRIMINAL DAMAGE,205
4,2018,CRIMINAL TRESPASS,55
4,2018,DECEPTIVE PRACTICE,206
4,2018,HOMICIDE,2
4,2018,INTERFERENCE WITH PUBLIC OFFICER,3
4,2018,INTIMIDATION,5
4,2018,LIQUOR LAW VIOLATION,4
4,2018,MOTOR VEHICLE THEFT,77
4,2018,NARCOTICS,36
4,2018,NON-CRIMINAL,1
4,2018,OFFENSE INVOLVING CHILDREN,9
4,2018,OTHER OFFENSE,118
4,2018,PUBLIC PEACE VIOLATION,6
4,2018,ROBBERY,39
4,2018,SEX OFFENSE,15
4,2018,STALKING,2
4,2018,THEFT,554
4,2018,WEAPONS VIOLATION,9
5,2010,ARSON,7
5,2010,ASSAULT,73
5,2010,BATTERY,188
5,2010,BURGLARY,201
5,2010,CRIM SEXUAL ASSAULT,3
5,2010,CRIMINAL DAMAGE,310
5,2010,CRIMINAL TRESPASS,48
5,2010,DECEPTIVE PRACTICE,111
5,2010,INTERFERENCE WITH PUBLIC OFFICER,2
5,2010,INTIMIDATION,3
5,2010,KIDNAPPING,2
5,2010,LIQUOR LAW VIOLATION,1
5,2010,MOTOR VEHICLE THEFT,102
5,2010,NARCOTICS,86
5,2010,OFFENSE INVOLVING CHILDREN,5
5,2010,OTHER OFFENSE,97
5,2010,PROSTITUTION,1
5,2010,PUBLIC PEACE VIOLATION,19
5,2010,ROBBERY,50
5,2010,SEX OFFENSE,5
5,2010,THEFT,735
5,2010,WEAPONS VIOLATION,13
5,2011,ARSON,1
5,2011,ASSAULT,73
5,2011,BATTERY,197
5,2011,BURGLARY,270
5,2011,CRIM SEXUAL ASSAULT,15
5,2011,CRIMINAL DAMAGE,230
5,2011,CRIMINAL TRESPASS,54
5,2011,DECEPTIVE PRACTICE,113
5,2011,INTERFERENCE WITH PUBLIC OFFICER,2
5,2011,INTIMIDATION,1
5,2011,KIDNAPPING,2
5,2011,LIQUOR LAW VIOLATION,2
5,2011,MOTOR VEHICLE THEFT,112
5,2011,NARCOTICS,58
5,2011,OFFENSE INVOLVING CHILDREN,4
5,2011,OTHER OFFENSE,120
5,2011,PROSTITUTION,2
5,2011,PUBLIC PEACE VIOLATION,15
5,2011,ROBBERY,32
5,2011,SEX OFFENSE,9
5,2011,STALKING,3
5,2011,THEFT,629
5,2011,WEAPONS VIOLATION,4
5,2012,ARSON,4
5,2012,ASSAULT,68
5,2012,BATTERY,196
5,2012,BURGLARY,246
5,2012,CRIM SEXUAL ASSAULT,6
5,2012,CRIMINAL DAMAGE,211
5,2012,CRIMINAL TRESPASS,46
5,2012,DECEPTIVE PRACTICE,91
5,2012,INTERFERENCE WITH PUBLIC OFFICER,3
5,2012,INTIMIDATION,3
5,2012,KIDNAPPING,2
5,2012,LIQUOR LAW VIOLATION,6
5,2012,MOTOR VEHICLE THEFT,123
5,2012,NARCOTICS,70
5,2012,OFFENSE INVOLVING CHILDREN,16
5,2012,OTHER OFFENSE,80
5,2012,PUBLIC PEACE VIOLATION,8
5,2012,ROBBERY,44
5,2012,SEX OFFENSE,6
5,2012,STALKING,4
5,2012,THEFT,683
5,2012,WEAPONS VIOLATION,4
5,2013,ARSON,2
5,2013,ASSAULT,53
5,2013,BATTERY,149
5,2013,BURGLARY,171
5,2013,CRIM SEXUAL ASSAULT,5
5,2013,CRIMINAL DAMAGE,238
5,2013,CRIMINAL TRESPASS,38
5,2013,DECEPTIVE PRACTICE,88
5,2013,HOMICIDE,1
5,2013,INTERFERENCE WITH PUBLIC OFFICER,2
5,2013,INTIMIDATION,1
5,2013,KIDNAPPING,1
5,2013,LIQUOR LAW VIOLATION,7
5,2013,MOTOR VEHICLE THEFT,103
5,2013,NARCOTICS,42
5,2013,OFFENSE INVOLVING CHILDREN,10
5,2013,OTHER OFFENSE,68
5,2013,PROSTITUTION,1
5,2013,PUBLIC PEACE VIOLATION,8
5,2013,ROBBERY,41
5,2013,SEX OFFENSE,8
5,2013,STALKING,1
5,2013,THEFT,681
5,2013,WEAPONS VIOLATION,6
5,2014,ARSON,1
5,2014,ASSAULT,54
5,2014,BATTERY,142
5,2014,BURGLARY,153
5,2014,CRIM SEXUAL ASSAULT,8
5,2014,CRIMINAL DAMAGE,254
5,2014,CRIMINAL TRESPASS,39
5,2014,DECEPTIVE PRACTICE,120
5,2014,INTERFERENCE WITH PUBLIC OFFICER,3
5,2014,INTIMIDATION,3
5,2014,LIQUOR LAW VIOLATION,2
5,2014,MOTOR VEHICLE THEFT,62
5,2014,NARCOTICS,32
5,2014,OFFENSE INVOLVING CHILDREN,13
5,2014,OTHER OFFENSE,68
5,2014,PROSTITUTION,1
5,2014,PUBLIC PEACE VIOLATION,5
5,2014,ROBBERY,24
5,2014,SEX OFFENSE,7
5,2014,THEFT,548
5,2014,WEAPONS VIOLATION,2
5,2015,ARSON,6
5,2015,ASSAULT,53
5,2015,BATTERY,137
5,2015,BURGLARY,92
5,2015,CRIM SEXUAL ASSAULT,6
5,2015,CRIMINAL DAMAGE,178
5,2015,CRIMINAL TRESPASS,38
5,2015,DECEPTIVE PRACTICE,136
5,2015,INTERFERENCE WITH PUBLIC OFFICER,2
5,2015,INTIMIDATION,3
5,2015,LIQUOR LAW VIOLATION,2
5,2015,MOTOR VEHICLE THEFT,58
5,2015,NARCOTICS,39
5,2015,OFFENSE INVOLVING CHILDREN,11
5,2015,OTHER OFFENSE,52
5,2015,PUBLIC PEACE VIOLATION,6
5,2015,ROBBERY,43
5,2015,SEX OFFENSE,9
5,2015,STALKING,2
5,2015,THEFT,521
5,2015,WEAPONS VIOLATION,1
5,2016,ASSAULT,59
5,2016,BATTERY,121
5,2016,BURGLARY,109
5,2016,CRIM SEXUAL ASSAULT,6
5,2016,CRIMINAL DAMAGE,164
5,2016,CRIMINAL TRESPASS,38
5,2016,DECEPTIVE PRACTICE,210
5,2016,INTERFERENCE WITH PUBLIC OFFICER,1
5,2016,INTIMIDATION,3
5,2016,KIDNAPPING,1
5,2016,LIQUOR LAW VIOLATION,2
5,2016,MOTOR VEHICLE THEFT,58
5,2016,NARCOTICS,29
5,2016,OBSCENITY,1
5,2016,OFFENSE INVOLVING CHILDREN,3
5,2016,OTHER OFFENSE,64
5,2016,PUBLIC PEACE VIOLATION,4
5,2016,ROBBERY,48
5,2016,SEX OFFENSE,2
5,2016,STALKING,1
5,2016,THEFT,474
5,2016,WEAPONS VIOLATION,5
5,2017,ARSON,1
5,2017,ASSAULT,60
5,2017,BATTERY,114
5,2017,BURGLARY,126
5,2017,CRIM SEXUAL ASSAULT,10
5,2017,CRIMINAL DAMAGE,125
5,2017,CRIMINAL TRESPASS,42
5,2017,DECEPTIVE PRACTICE,186
5,2017,LIQUOR LAW VIOLATION,1
5,2017,MOTOR VEHICLE THEFT,58
5,2017,NARCOTICS,19
5,2017,NON-CRIMINAL,1
5,2017,OFFENSE INVOLVING CHILDREN,12
5,2017,OTHER OFFENSE,64
5,2017,PUBLIC PEACE VIOLATION,7
5,2017,ROBBERY,52
5,2017,SEX OFFENSE,6
5,2017,STALKING,1
5,2017,THEFT,537
5,2017,WEAPONS VIOLATION,4
5,2018,ASSAULT,62
5,2018,BATTERY,133
5,2018,BURGLARY,103
5,2018,CRIM SEXUAL ASSAULT,4
5,2018,CRIMINAL DAMAGE,124
5,2018,CRIMINAL TRESPASS,44
5,2018,DECEPTIVE PRACTICE,138
5,2018,HOMICIDE,1
5,2018,INTERFERENCE WITH PUBLIC OFFICER,3
5,2018,INTIMIDATION,1
5,2018,KIDNAPPING,2
5,2018,LIQUOR LAW VIOLATION,3
5,2018,MOTOR VEHICLE THEFT,41
5,2018,NARCOTICS,13
5,2018,NON-CRIMINAL,2
5,2018,OFFENSE INVOLVING CHILDREN,5
5,2018,OTHER OFFENSE,69
5,2018,PROSTITUTION,1
5,2018,PUBLIC INDECENCY,1
5,2018,PUBLIC PEACE VIOLATION,3
5,2018,ROBBERY,35
5,2018,SEX OFFENSE,10
5,2018,STALKING,2
5,2018,THEFT,520
5,2018,WEAPONS VIOLATION,3
6,2010,ARSON,4
6,2010,ASSAULT,226
6,2010,BATTERY,841
6,2010,BURGLARY,505
6,2010,CRIM SEXUAL ASSAULT,36
6,2010,CRIMINAL DAMAGE,769
6,2010,CRIMINAL TRESPASS,200
6,2010,DECEPTIVE PRACTICE,573
6,2010,GAMBLING,2
6,2010,HOMICIDE,1
6,2010,INTERFERENCE WITH PUBLIC OFFICER,7
6,2010,INTIMIDATION,2
6,2010,KIDNAPPING,1
6,2010,LIQUOR LAW VIOLATION,22
6,2010,MOTOR VEHICLE THEFT,257
6,2010,NARCOTICS,290
6,2010,OFFENSE INVOLVING CHILDREN,7
6,2010,OTHER NARCOTIC VIOLATION,1
6,2010,OTHER OFFENSE,283
6,2010,PROSTITUTION,18
6,2010,PUBLIC INDECENCY,1
6,2010,PUBLIC PEACE VIOLATION,66
6,2010,ROBBERY,283
6,2010,SEX OFFENSE,31
6,2010,STALKING,8
6,2010,THEFT,3016
6,2010,WEAPONS VIOLATION,10
6,2011,ARSON,3
6,2011,ASSAULT,234
6,2011,BATTERY,950
6,2011,BURGLARY,537
6,2011,CRIM SEXUAL ASSAULT,24
6,2011,CRIMINAL DAMAGE,714
6,2011,CRIMINAL TRESPASS,198
6,2011,DECEPTIVE PRACTICE,514
6,2011,HOMICIDE,2
6,2011,INTERFERENCE WITH PUBLIC OFFICER,11
6,2011,INTIMIDATION,4
6,2011,KIDNAPPING,1
6,2011,LIQUOR LAW VIOLATION,22
6,2011,MOTOR VEHICLE THEFT,341
6,2011,NARCOTICS,289
6,2011,OFFENSE INVOLVING CHILDREN,8
6,2011,OTHER NARCOTIC VIOLATION,2
6,2011,OTHER OFFENSE,278
6,2011,PROSTITUTION,31
6,2011,PUBLIC INDECENCY,1
6,2011,PUBLIC PEACE VIOLATION,83
6,2011,ROBBERY,317
6,2011,SEX OFFENSE,25
6,2011,STALKING,2
6,2011,THEFT,2919
6,2011,WEAPONS VIOLATION,18
6,2012,ARSON,5
6,2012,ASSAULT,245
6,2012,BATTERY,979
6,2012,BURGLARY,705
6,2012,CRIM SEXUAL ASSAULT,26
6,2012,CRIMINAL DAMAGE,745
6,2012,CRIMINAL TRESPASS,208
6,2012,DECEPTIVE PRACTICE,443
6,2012,GAMBLING,2
6,2012,HOMICIDE,3
6,2012,INTERFERENCE WITH PUBLIC OFFICER,7
6,2012,INTIMIDATION,3
6,2012,KIDNAPPING,2
6,2012,LIQUOR LAW VIOLATION,15
6,2012,MOTOR VEHICLE THEFT,353
6,2012,NARCOTICS,301
6,2012,NON-CRIMINAL,1
6,2012,OBSCENITY,1
6,2012,OFFENSE INVOLVING CHILDREN,12
6,2012,OTHER NARCOTIC VIOLATION,1
6,2012,OTHER OFFENSE,253
6,2012,PROSTITUTION,12
6,2012,PUBLIC INDECENCY,2
6,2012,PUBLIC PEACE VIOLATION,49
6,2012,ROBBERY,346
6,2012,SEX OFFENSE,32
6,2012,STALKING,9
6,2012,THEFT,2912
6,2012,WEAPONS VIOLATION,24
6,2013,ARSON,1
6,2013,ASSAULT,201
6,2013,BATTERY,906
6,2013,BURGLARY,387
6,2013,CRIM SEXUAL ASSAULT,22
6,2013,CRIMINAL DAMAGE,616
6,2013,CRIMINAL TRESPASS,210
6,2013,DECEPTIVE PRACTICE,565
6,2013,GAMBLING,1
6,2013,INTERFERENCE WITH PUBLIC OFFICER,14
6,2013,INTIMIDATION,3
6,2013,KIDNAPPING,2
6,2013,LIQUOR LAW VIOLATION,14
6,2013,MOTOR VEHICLE THEFT,302
6,2013,NARCOTICS,213
6,2013,NON-CRIMINAL,1
6,2013,OBSCENITY,1
6,2013,OFFENSE INVOLVING CHILDREN,13
6,2013,OTHER NARCOTIC VIOLATION,1
6,2013,OTHER OFFENSE,221
6,2013,PROSTITUTION,3
6,2013,PUBLIC PEACE VIOLATION,61
6,2013,ROBBERY,356
6,2013,SEX OFFENSE,19
6,2013,STALKING,1
6,2013,THEFT,2680
6,2013,WEAPONS VIOLATION,10
6,2014,ARSON,13
6,2014,ASSAULT,189
6,2014,BATTERY,715
6,2014,BURGLARY,360
6,2014,CRIM SEXUAL ASSAULT,34
6,2014,CRIMINAL DAMAGE,568
6,2014,CRIMINAL TRESPASS,193
6,2014,DECEPTIVE PRACTICE,512
6,2014,INTERFERENCE WITH PUBLIC OFFICER,5
6,2014,INTIMIDATION,2
6,2014,KIDNAPPING,1
6,2014,LIQUOR LAW VIOLATION,33
6,2014,MOTOR VEHICLE THEFT,150
6,2014,NARCOTICS,168
6,2014,NON-CRIMINAL,3
6,2014,OBSCENITY,1
6,2014,OFFENSE INVOLVING CHILDREN,15
6,2014,OTHER NARCOTIC VIOLATION,1
6,2014,OTHER OFFENSE,202
6,2014,PROSTITUTION,6
6,2014,PUBLIC INDECENCY,2
6,2014,PUBLIC PEACE VIOLATION,61
6,2014,ROBBERY,234
6,2014,SEX OFFENSE,20
6,2014,STALKING,1
6,2014,THEFT,2196
6,2014,WEAPONS VIOLATION,13
6,2015,ARSON,10
6,2015,ASSAULT,209
6,2015,BATTERY,771
6,2015,BURGLARY,299
6,2015,CRIM SEXUAL ASSAULT,45
6,2015,CRIMINAL DAMAGE,515
6,2015,CRIMINAL TRESPASS,198
6,2015,DECEPTIVE PRACTICE,529
6,2015,HOMICIDE,1
6,2015,HUMAN TRAFFICKING,1
6,2015,INTERFERENCE WITH PUBLIC OFFICER,16
6,2015,INTIMIDATION,5
6,2015,KIDNAPPING,1
6,2015,LIQUOR LAW VIOLATION,19
6,2015,MOTOR VEHICLE THEFT,191
6,2015,NARCOTICS,128
6,2015,NON-CRIMINAL,1
6,2015,OBSCENITY,1
6,2015,OFFENSE INVOLVING CHILDREN,15
6,2015,OTHER OFFENSE,185
6,2015,PROSTITUTION,1
6,2015,PUBLIC INDECENCY,1
6,2015,PUBLIC PEACE VIOLATION,45
6,2015,ROBBERY,195
6,2015,SEX OFFENSE,21
6,2015,STALKING,3
6,2015,THEFT,2171
6,2015,WEAPONS VIOLATION,13
6,2016,ARSON,3
6,2016,ASSAULT,199
6,2016,BATTERY,817
6,2016,BURGLARY,409
6,2016,CRIM SEXUAL ASSAULT,42
6,2016,CRIMINAL DAMAGE,593
6,2016,CRIMINAL TRESPASS,186
6,2016,DECEPTIVE PRACTICE,762
6,2016,HOMICIDE,1
6,2016,INTERFERENCE WITH PUBLIC OFFICER,16
6,2016,INTIMIDATION,3
6,2016,KIDNAPPING,2
6,2016,LIQUOR LAW VIOLATION,20
6,2016,MOTOR VEHICLE THEFT,204
6,2016,NARCOTICS,71
6,2016,NON-CRIMINAL,3
6,2016,OBSCENITY,2
6,2016,OFFENSE INVOLVING CHILDREN,17
6,2016,OTHER NARCOTIC VIOLATION,2
6,2016,OTHER OFFENSE,220
6,2016,PROSTITUTION,2
6,2016,PUBLIC PEACE VIOLATION,45
6,2016,ROBBERY,270
6,2016,SEX OFFENSE,20
6,2016,STALKING,2
6,2016,THEFT,2150
6,2016,WEAPONS VIOLATION,20
6,2017,ARSON,2
6,2017,ASSAULT,210
6,2017,BATTERY,759
6,2017,BURGLARY,319
6,2017,CONCEALED CARRY LICENSE VIOLATION,1
6,2017,CRIM SEXUAL ASSAULT,52
6,2017,CRIMINAL DAMAGE,401
6,2017,CRIMINAL TRESPASS,170
6,2017,DECEPTIVE PRACTICE,767
6,2017,INTERFERENCE WITH PUBLIC OFFICER,3
6,2017,INTIMIDATION,1
6,2017,LIQUOR LAW VIOLATION,10
6,2017,MOTOR VEHICLE THEFT,207
6,2017,NARCOTICS,39
6,2017,NON-CRIMINAL,3
6,2017,OFFENSE INVOLVING CHILDREN,14
6,2017,OTHER OFFENSE,219
6,2017,PROSTITUTION,2
6,2017,PUBLIC PEACE VIOLATION,30
6,2017,ROBBERY,237
6,2017,SEX OFFENSE,24
6,2017,STALKING,5
6,2017,THEFT,2262
6,2017,WEAPONS VIOLATION,11
6,2018,ARSON,2
6,2018,ASSAULT,257
6,2018,BATTERY,795
6,2018,BURGLARY,325
6,2018,CONCEALED CARRY LICENSE VIOLATION,2
6,2018,CRIM SEXUAL ASSAULT,56
6,2018,CRIMINAL DAMAGE,425
6,2018,CRIMINAL TRESPASS,220
6,2018,DECEPTIVE PRACTICE,747
6,2018,HOMICIDE,1
6,2018,INTERFERENCE WITH PUBLIC OFFICER,7
6,2018,INTIMIDATION,6
6,2018,KIDNAPPING,1
6,2018,LIQUOR LAW VIOLATION,10
6,2018,MOTOR VEHICLE THEFT,210
6,2018,NARCOTICS,39
6,2018,NON-CRIMINAL,1
6,2018,OBSCENITY,3
6,2018,OFFENSE INVOLVING CHILDREN,12
6,2018,OTHER OFFENSE,228
6,2018,PUBLIC PEACE VIOLATION,28
6,2018,ROBBERY,192
6,2018,SEX OFFENSE,29
6,2018,STALKING,4
6,2018,THEFT,2320
6,2018,WEAPONS VIOLATION,12
7,2010,ARSON,1
7,2010,ASSAULT,121
7,2010,BATTERY,501
7,2010,BURGLARY,419
7,2010,CRIM SEXUAL ASSAULT,12
7,2010,CRIMINAL DAMAGE,737
7,2010,CRIMINAL TRESPASS,163
7,2010,DECEPTIVE PRACTICE,325
7,2010,GAMBLING,2
7,2010,INTERFERENCE WITH PUBLIC OFFICER,7
7,2010,INTIMIDATION,2
7,2010,KIDNAPPING,2
7,2010,LIQUOR LAW VIOLATION,33
7,2010,MOTOR VEHICLE THEFT,234
7,2010,NARCOTICS,106
7,2010,OFFENSE INVOLVING CHILDREN,9
7,2010,OTHER OFFENSE,153
7,2010,PROSTITUTION,6
7,2010,PUBLIC PEACE VIOLATION,29
7,2010,ROBBERY,161
7,2010,SEX OFFENSE,13
7,2010,STALKING,3
7,2010,THEFT,2751
7,2010,WEAPONS VIOLATION,5
7,2011,ARSON,4
7,2011,ASSAULT,129
7,2011,BATTERY,417
7,2011,BURGLARY,430
7,2011,CRIM SEXUAL ASSAULT,14
7,2011,CRIMINAL DAMAGE,559
7,2011,CRIMINAL TRESPASS,119
7,2011,DECEPTIVE PRACTICE,328
7,2011,HOMICIDE,2
7,2011,INTERFERENCE WITH PUBLIC OFFICER,4
7,2011,INTIMIDATION,2
7,2011,KIDNAPPING,4
7,2011,LIQUOR LAW VIOLATION,21
7,2011,MOTOR VEHICLE THEFT,274
7,2011,NARCOTICS,99
7,2011,OFFENSE INVOLVING CHILDREN,9
7,2011,OTHER OFFENSE,161
7,2011,PROSTITUTION,3
7,2011,PUBLIC INDECENCY,2
7,2011,PUBLIC PEACE VIOLATION,32
7,2011,ROBBERY,150
7,2011,SEX OFFENSE,17
7,2011,STALKING,5
7,2011,THEFT,2497
7,2011,WEAPONS VIOLATION,2
7,2012,ARSON,1
7,2012,ASSAULT,135
7,2012,BATTERY,396
7,2012,BURGLARY,563
7,2012,CRIM SEXUAL ASSAULT,21
7,2012,CRIMINAL DAMAGE,540
7,2012,CRIMINAL TRESPASS,139
7,2012,DECEPTIVE PRACTICE,284
7,2012,GAMBLING,1
7,2012,INTERFERENCE WITH PUBLIC OFFICER,3
7,2012,KIDNAPPING,2
7,2012,LIQUOR LAW VIOLATION,11
7,2012,MOTOR VEHICLE THEFT,259
7,2012,NARCOTICS,102
7,2012,OBSCENITY,1
7,2012,OFFENSE INVOLVING CHILDREN,8
7,2012,OTHER NARCOTIC VIOLATION,2
7,2012,OTHER OFFENSE,132
7,2012,PROSTITUTION,1
7,2012,PUBLIC INDECENCY,1
7,2012,PUBLIC PEACE VIOLATION,16
7,2012,ROBBERY,138
7,2012,SEX OFFENSE,6
7,2012,STALKING,5
7,2012,THEFT,2239
7,2012,WEAPONS VIOLATION,4
7,2013,ASSAULT,108
7,2013,BATTERY,390
7,2013,BURGLARY,297
7,2013,CRIM SEXUAL ASSAULT,13
7,2013,CRIMINAL DAMAGE,493
7,2013,CRIMINAL TRESPASS,110
7,2013,DECEPTIVE PRACTICE,327
7,2013,GAMBLING,1
7,2013,INTERFERENCE WITH PUBLIC OFFICER,5
7,2013,KIDNAPPING,2
7,2013,LIQUOR LAW VIOLATION,21
7,2013,MOTOR VEHICLE THEFT,211
7,2013,NARCOTICS,71
7,2013,OFFENSE INVOLVING CHILDREN,6
7,2013,OTHER OFFENSE,124
7,2013,PROSTITUTION,2
7,2013,PUBLIC PEACE VIOLATION,16
7,2013,ROBBERY,129
7,2013,SEX OFFENSE,21
7,2013,STALKING,2
7,2013,THEFT,2124
7,2013,WEAPONS VIOLATION,7
7,2014,ARSON,1
7,2014,ASSAULT,119
7,2014,BATTERY,377
7,2014,BURGLARY,202
7,2014,CRIM SEXUAL ASSAULT,17
7,2014,CRIMINAL DAMAGE,446
7,2014,CRIMINAL TRESPASS,112
7,2014,DECEPTIVE PRACTICE,314
7,2014,HOMICIDE,1
7,2014,INTERFERENCE WITH PUBLIC OFFICER,2
7,2014,INTIMIDATION,1
7,2014,KIDNAPPING,3
7,2014,LIQUOR LAW VIOLATION,20
7,2014,MOTOR VEHICLE THEFT,137
7,2014,NARCOTICS,62
7,2014,OFFENSE INVOLVING CHILDREN,6
7,2014,OTHER NARCOTIC VIOLATION,1
7,2014,OTHER OFFENSE,142
7,2014,PROSTITUTION,1
7,2014,PUBLIC INDECENCY,1
7,2014,PUBLIC PEACE VIOLATION,14
7,2014,ROBBERY,98
7,2014,SEX OFFENSE,22
7,2014,STALKING,1
7,2014,THEFT,1984
7,2014,WEAPONS VIOLATION,7
7,2015,ARSON,2
7,2015,ASSAULT,78
7,2015,BATTERY,340
7,2015,BURGLARY,213
7,2015,CRIM SEXUAL ASSAULT,22
7,2015,CRIMINAL DAMAGE,459
7,2015,CRIMINAL TRESPASS,86
7,2015,DECEPTIVE PRACTICE,338
7,2015,INTERFERENCE WITH PUBLIC OFFICER,2
7,2015,KIDNAPPING,2
7,2015,LIQUOR LAW VIOLATION,22
7,2015,MOTOR VEHICLE THEFT,110
7,2015,NARCOTICS,50
7,2015,OFFENSE INVOLVING CHILDREN,12
7,2015,OTHER OFFENSE,113
7,2015,PUBLIC INDECENCY,1
7,2015,PUBLIC PEACE VIOLATION,14
7,2015,ROBBERY,116
7,2015,SEX OFFENSE,22
7,2015,STALKING,1
7,2015,THEFT,1755
7,2015,WEAPONS VIOLATION,6
7,2016,ARSON,8
7,2016,ASSAULT,105
7,2016,BATTERY,351
7,2016,BURGLARY,256
7,2016,CRIM SEXUAL ASSAULT,29
7,2016,CRIMINAL DAMAGE,424
7,2016,CRIMINAL TRESPASS,113
7,2016,DECEPTIVE PRACTICE,519
7,2016,INTERFERENCE WITH PUBLIC OFFICER,1
7,2016,INTIMIDATION,2
7,2016,KIDNAPPING,1
7,2016,LIQUOR LAW VIOLATION,8
7,2016,MOTOR VEHICLE THEFT,144
7,2016,NARCOTICS,29
7,2016,OFFENSE INVOLVING CHILDREN,9
7,2016,OTHER OFFENSE,128
7,2016,PUBLIC PEACE VIOLATION,11
7,2016,ROBBERY,134
7,2016,SEX OFFENSE,9
7,2016,STALKING,3
7,2016,THEFT,1957
7,2016,WEAPONS VIOLATION,6
7,2017,ARSON,1
7,2017,ASSAULT,136
7,2017,BATTERY,375
7,2017,BURGLARY,210
7,2017,CONCEALED CARRY LICENSE VIOLATION,2
7,2017,CRIM SEXUAL ASSAULT,28
7,2017,CRIMINAL DAMAGE,390
7,2017,CRIMINAL TRESPASS,84
7,2017,DECEPTIVE PRACTICE,498
7,2017,HOMICIDE,1
